Actual,Predicted,Probability
1,0,0.16016745180755043
0,0,0.15871676068306936
0,0,0.25347804455519235
0,0,0.16228362522800435
0,0,0.045018843331556584
0,0,0.10236537939151809
0,0,0.30732383616075004
0,0,0.2647381914341431
0,0,0.18257227998744086
0,0,0.05984090319006922
0,0,0.2599221572933152
0,0,0.13322645091547314
0,0,0.14496954856943725
0,0,0.3054510643701979
1,1,0.6925714339766286
1,0,0.41667504151780393
0,0,0.12435559628435974
0,1,0.6706058600216294
0,0,0.28136983240722224
0,0,0.16148847083654616
0,0,0.3616976655984245
0,0,0.04537811145279926
1,1,0.5453340023531767
0,0,0.2663592804953281
0,0,0.13967147304372632
1,0,0.25145290213239324
1,0,0.2991365560859955
0,0,0.21487299744375743
0,0,0.4793830934883261
0,0,0.06135214350367693
0,0,0.302359399138734
0,0,0.17792645276940788
0,0,0.13379359867993162
1,0,0.46565060189528135
0,0,0.39645243074974545
0,0,0.2039760474937989
0,0,0.2896657705738769
0,0,0.08946512937241749
0,0,0.3447993755526949
1,0,0.2530773491986545
0,0,0.13022189559341582
0,0,0.29285910545549626
0,0,0.022183440726041944
0,0,0.019729965155906894
0,0,0.07923525213866267
1,1,0.6844051485882844
1,0,0.49359113415656003
1,0,0.06773570401248032
1,0,0.14976717495783345
0,0,0.2201720689526989
0,0,0.3175077548609472
0,0,0.3252628857080226
0,0,0.19266589818975408
1,0,0.43695964366450696
0,0,0.04961589319599776
0,0,0.1342347654028271
0,0,0.31026876871958303
1,0,0.1327666800424863
0,1,0.8104311432012961
0,0,0.11778852501321257
0,0,0.4322666405379566
0,0,0.06938898420761272
0,0,0.49589259923862844
0,0,0.24372238333862237
0,0,0.25387782504619766
0,0,0.08481550111999292
0,0,0.09981780452717275
0,0,0.12280439915697416
0,0,0.412813618539796
0,0,0.15830611737421013
0,0,0.05307859786904105
1,1,0.6306016547111913
0,0,0.1848417376100138
0,0,0.3288456984640242
0,0,0.22432939900602017
1,0,0.03451045604315241
0,0,0.22265330350099774
0,1,0.5613564785991443
0,0,0.01937389951706986
0,1,0.5687614832487349
0,0,0.3419192234684236
1,0,0.17532241932011952
0,0,0.15962287255962487
0,0,0.22887219644494614
0,0,0.12678697686773047
1,0,0.33686043850652736
1,0,0.190247642544929
0,0,0.05247879191835007
0,0,0.11987220411807346
0,0,0.13810263284162932
0,0,0.136943954722407
0,0,0.23830587596980257
1,1,0.5023647892854843
0,0,0.07789881182743597
1,0,0.1415620207133685
0,0,0.07237537216241094
1,1,0.5422047008751772
0,0,0.09622125743164013
0,0,0.22797152904875945
0,0,0.30065132028582275
0,0,0.10874882061514456
0,0,0.157697463539066
0,0,0.3742163455397156
0,0,0.08854806382771081
0,0,0.09267350491416135
0,0,0.2810910390732388
0,0,0.15996534591336972
0,0,0.050784248382736256
0,0,0.3174654322541097
0,0,0.06718583385147561
0,0,0.2624638164720152
0,0,0.2115292276875472
0,0,0.03595474392879731
0,0,0.26790414232869786
0,0,0.4662583167385863
1,0,0.14789462677001547
1,1,0.6550050401708587
1,0,0.05631042315930717
1,1,0.727835768209777
0,0,0.2747057063322556
0,0,0.18066097795791708
0,0,0.27194738802343926
0,0,0.17822734248301889
0,0,0.20710038067600067
0,0,0.03634693516235501
1,0,0.1513753796785401
0,0,0.05979351602604789
0,0,0.1447128537647363
1,0,0.41072687290342424
0,0,0.09193173659781355
0,0,0.13984834213518882
0,0,0.004709634900786356
1,0,0.4219049345059689
1,0,0.33356739010448944
0,0,0.23080741504228605
1,1,0.6060292773232469
0,0,0.104227402923671
0,0,0.1845842921861531
0,0,0.0953646092631441
0,0,0.13332247835623487
0,1,0.8033161971777598
0,0,0.15756464922041194
0,0,0.1304437283900637
0,0,0.26999738735042034
0,0,0.3877393017684695
1,0,0.14966263964745247
0,1,0.5067704931563634
0,0,0.19972924695624408
1,0,0.15941720913986349
0,0,0.20954633614188803
0,0,0.1587565017606067
0,1,0.551505276091925
0,0,0.13790186888052283
0,0,0.09983009980983287
0,0,0.26705730609956385
0,0,0.26295692414192573
0,0,0.09628499336302575
0,0,0.20201469967656835
0,0,0.3096472811135057
0,1,0.5810533636232229
0,0,0.02533353786663724
1,1,0.6419304067745729
0,0,0.24804520661029852
0,0,0.24893846736912023
0,0,0.14858054602015258
0,0,0.23345480948468006
0,0,0.22038805277992002
0,0,0.20612471492230988
0,0,0.19095630310791323
0,0,0.19146724556524153
0,1,0.6745024124657586
0,0,0.3052961567531453
0,0,0.08732295778953152
0,0,0.13678750236801376
0,0,0.07593565942686205
0,1,0.965918601791798
1,0,0.20957919274654854
0,0,0.038887347744933576
1,0,0.3976958154595965
0,0,0.20158345887069917
0,0,0.31277464645715547
1,0,0.3727388468828065
1,0,0.204479183804662
0,0,0.05671360564371338
0,0,0.15744033770512159
0,0,0.08375066711051413
1,1,0.5713824837320325
0,0,0.2719032800517397
1,1,0.7611285703837479
1,1,0.6981745381957616
0,0,0.3536381575005066
1,1,0.8513304907652686
1,1,0.5621757050139301
0,1,0.7264851108729239
0,0,0.05061293320023884
0,0,0.017635456833363625
0,0,0.266690662254984
1,0,0.344013450737612
1,0,0.0925118038881543
0,0,0.3312137953028867
0,0,0.2473761399817702
0,0,0.122433248988049
0,0,0.4332785463924149
0,0,0.3292343859068677
1,1,0.5158101427657172
0,0,0.28441235563598577
1,0,0.10194553675093837
0,0,0.45565434113582043
0,0,0.08748797436121651
0,0,0.006051162870284859
0,0,0.187326970986173
1,0,0.3325478349010346
0,0,0.23814522331120758
0,0,0.14067406079636469
0,1,0.6995857993392373
1,1,0.5545508759240377
1,0,0.4285822280676412
0,0,0.2762291607193594
0,0,0.3062056891659294
0,0,0.16059188055540782
0,0,0.2799151889510963
0,0,0.3281461624149133
0,0,0.18484093246210456
0,0,0.2106949748769719
0,0,0.22893598951450955
0,1,0.7659396098974881
1,0,0.33849046235611313
0,0,0.08783687589248489
1,1,0.558573444180909
0,1,0.7065284773054623
0,0,0.18775477878147392
1,0,0.2952682979045719
1,0,0.31565733979018884
0,0,0.13275623123641067
0,0,0.06627923250491034
1,1,0.5832780960996029
0,0,0.08661095665727281
0,0,0.3369812616609035
0,0,0.012561676298239722
0,0,0.113161959842808
0,0,0.2282865734280815
0,0,0.3054266303685866
0,0,0.014305347994092816
0,0,0.08228459881975851
0,0,0.1594590191161371
0,0,0.16142544863722827
1,0,0.4315255964956482
0,0,0.4610996864460738
1,0,0.15548708208864037
0,0,0.1932061611488094
0,0,0.2867838845545817
0,0,0.35411225979494726
0,0,0.3288797825847447
0,0,0.2905361137647513
1,1,0.7762161848241588
0,0,0.07891437644850588
0,0,0.47286265452841236
0,0,0.17987534738399824
1,0,0.24267090376087996
0,0,0.26173026366507296
1,0,0.2678347943769528
0,0,0.06307992832735698
1,0,0.33491021027778595
1,1,0.5005455356767223
0,0,0.3640248598212324
1,0,0.12978521953098027
1,1,0.6957947710124625
1,0,0.03973265657743752
1,0,0.2813785318034311
0,0,0.2174755184692815
0,0,0.07463252701461125
1,0,0.1430753449938264
0,0,0.22299406718640516
1,0,0.47523709418597654
0,0,0.23011443673538248
0,0,0.12867605195225035
0,0,0.15850045619868616
0,0,0.0855988189990972
0,0,0.06419122914695033
0,0,0.01537506537453472
0,0,0.1383661118354051
0,0,0.32769560682883647
0,0,0.0653335906548727
0,0,0.09948708657940399
0,0,0.4096193540091374
0,0,0.03661363277054519
0,0,0.299281421732833
0,0,0.13432124415595126
0,0,0.2596574785943866
0,0,0.1365312508869617
0,0,0.12416287684587608
0,0,0.04350168833824779
0,0,0.06933668416712381
1,0,0.2119983017317707
0,0,0.02151177138803458
1,0,0.1979642499835544
0,0,0.05366702172183057
1,1,0.7242684895164414
0,0,0.2634399185918749
0,0,0.061670512289696895
1,0,0.4296972857922588
0,0,0.2205249123513234
0,0,0.2600555016992542
0,0,0.3601541502409417
1,0,0.3351890903968531
0,0,0.15394057263096717
0,0,0.3195477228709646
0,0,0.22546481818053152
1,0,0.25532045170408785
0,0,0.1563439389429833
0,0,0.15038915378908507
1,0,0.12861552841208104
1,1,0.5288599376744936
0,0,0.027358732176507316
1,1,0.6777476975265943
0,0,0.15494103792904992
1,0,0.1380435962578807
0,0,0.2662869841754319
0,0,0.11247381978682754
1,0,0.1965285266101443
0,0,0.17081751147248156
0,0,0.32405522619051325
0,0,0.2605691080277919
0,0,0.24839805416220287
0,0,0.15241961240453097
0,0,0.12770925625034546
0,0,0.26036680629703857
0,0,0.10524613259616847
0,0,0.184312721358245
0,0,0.25225209160484025
0,1,0.668501541471049
0,0,0.37369669949541584
0,0,0.14082364654110446
1,1,0.904196860110164
0,0,0.1984447815010043
0,0,0.11221342696367563
0,0,0.2693579431061902
1,0,0.34730435857817216
0,0,0.11067003699042856
0,0,0.18085065296462302
0,0,0.14257971966192318
0,0,0.3014616856328044
1,0,0.10835760157482377
0,0,0.12108994279194378
0,0,0.07963625156989414
0,0,0.11574017415830176
0,0,0.3214054455284388
0,0,0.21601050538957445
0,0,0.09924289469298617
0,0,0.183217310156458
0,0,0.21955173102652412
0,0,0.1582175681595838
0,0,0.13289118428107227
0,0,0.239606886080525
1,0,0.15608221284356966
0,0,0.1998834780212056
0,0,0.271084333740351
0,0,0.23218523323930074
0,0,0.37705729580428465
0,0,0.19575507944927628
0,0,0.06629612459199391
0,0,0.318175690395556
0,0,0.2610639152333934
0,0,0.22004999339000253
0,0,0.06502694598989069
1,1,0.6576952217180875
0,0,0.4293850450523054
1,0,0.4543970013424165
1,0,0.2877759539782765
0,0,0.23052826019532838
0,0,0.16017598584794904
0,0,0.29038510815059215
1,0,0.3593392293907928
0,0,0.1254120726795181
0,0,0.28740167752315937
1,0,0.16750693071768089
0,1,0.7661712816879421
0,0,0.05774796191675787
0,0,0.24568586191006497
0,0,0.23697283476838327
1,0,0.31614841270426136
1,0,0.27561470773155755
0,0,0.17026918128059565
0,0,0.06617980585817997
1,1,0.6449698634334532
1,0,0.07046858347841142
1,0,0.20638413526520505
0,0,0.12974467066639053
0,0,0.14308037672343513
0,0,0.30970336298569234
0,0,0.050564933732427264
1,0,0.3717807305786263
1,0,0.25451744578077035
1,1,0.5264444655932028
0,0,0.24170925234335977
0,0,0.258190740429981
0,0,0.3115928082543375
0,0,0.28150776761033813
1,0,0.4479780712071066
0,0,0.10367992200451748
0,0,0.15284212774469727
0,0,0.2711979511950224
0,0,0.31421601936692717
1,0,0.03686921383127347
0,0,0.11737422556511756
0,0,0.03590114958772807
0,0,0.34942512245481744
0,0,0.22254935876161006
0,0,0.4509846232825444
0,0,0.25504991366445795
0,0,0.201412590243032
0,0,0.10257432571660104
0,0,0.1621414715922544
0,0,0.11887278020647284
0,0,0.057458152879251025
1,0,0.22436172417390363
0,0,0.23768787008039782
0,0,0.11098075963461104
0,0,0.18166890848954462
0,0,0.20649319492514723
0,0,0.08138326124284419
0,0,0.18124122750728194
0,0,0.24627636377193832
0,0,0.1867018259711102
0,0,0.08093802129752756
0,0,0.37152938423212206
0,0,0.25961592740870737
1,0,0.16473834924631872
0,0,0.08563207873388394
0,1,0.5491175944146233
0,0,0.23523930070560228
0,0,0.034821891024891645
0,0,0.22561170063265992
0,0,0.08879071588430672
0,0,0.451982475368024
1,0,0.29169101065593445
0,0,0.29276961628479375
0,0,0.1620250622450952
1,0,0.03995577356018502
0,0,0.08823749741110122
0,0,0.30642419190612524
0,0,0.36117234581799484
0,1,0.689644724553979
0,0,0.27480738653798864
0,1,0.9467779359812744
0,0,0.14461342281872552
0,0,0.46823377855231396
0,0,0.4546811309449623
0,0,0.20810705181542372
0,0,0.16117604062834018
0,0,0.13009881920766211
0,0,0.06619922553682431
0,0,0.25973646541661755
0,0,0.43657164545030985
0,0,0.2803781940070252
0,0,0.016737308437025637
0,0,0.4038414406983298
0,0,0.2510508120473054
1,0,0.3440144569895238
0,0,0.21040923518693394
0,0,0.09982104410133424
0,0,0.14541217278901075
0,0,0.2143171292227909
0,0,0.29135199050082994
0,0,0.14261928444084915
0,0,0.027872070829220094
1,1,0.5652248533143794
0,0,0.23271782521744733
0,0,0.1277454876835077
0,0,0.17786643420163517
0,0,0.1090340702962839
0,0,0.05155740178030845
1,0,0.1155964844811805
0,0,0.20311529590226596
0,0,0.3089584688032637
0,0,0.30616776647657484
0,0,0.1273546830894454
1,0,0.13419401800456968
0,0,0.12530253021356277
1,0,0.4455582063598531
0,0,0.3283210045630987
0,0,0.2796121242961091
0,0,0.32303899035380673
0,0,0.0936524041332884
0,0,0.27061550131866224
0,0,0.1406971287502062
0,0,0.10341617424010373
0,0,0.2761577170201894
0,0,0.19140436947381428
0,1,0.5045214247931017
1,0,0.3680803837943322
1,0,0.44401102062329717
0,0,0.21277925780318677
1,0,0.29647999559352495
0,1,0.7264990168014519
0,0,0.22668623479297878
0,0,0.08344668505429355
1,0,0.08599876792817578
1,0,0.1943114306941698
0,0,0.32164060495555985
0,1,0.6896970264335002
0,0,0.06981238192127111
1,0,0.38362862168825934
1,0,0.3344368071697208
1,0,0.19778968079672046
0,0,0.15836524304894428
0,0,0.4152488461144258
0,0,0.2170830801556066
0,0,0.14110720242105826
1,0,0.22939803233523084
0,1,0.5665548465550742
0,0,0.14967207162842916
0,0,0.1420079240746016
0,0,0.028441620723808667
1,0,0.03295165042831135
0,0,0.15118756579272505
0,0,0.1854257230255053
1,1,0.7234815645945788
0,0,0.3954668161015938
0,0,0.49715740841359685
0,0,0.10818899905083079
0,0,0.07178425224966492
0,0,0.14893760204352224
0,0,0.06621122161064262
0,0,0.22956094184728862
0,0,0.2820007381884902
1,0,0.37798791782751284
1,0,0.06043033980013441
0,0,0.019836031575886898
1,0,0.052417163951517215
0,0,0.06777458186357369
0,0,0.197828282469638
0,0,0.04375473924531559
1,0,0.10403356979753509
0,0,0.20718550084532297
1,1,0.5657543366987119
0,0,0.28494472134170484
0,1,0.7331774646022476
0,0,0.3011388409759279
0,0,0.18651684744789762
0,0,0.12113586696097942
0,0,0.2675867452403967
0,0,0.1675539775751957
0,0,0.10574989516650975
0,0,0.2869667444204989
0,0,0.18392543467205738
0,0,0.18162235773353558
0,0,0.12128879089492703
0,0,0.19471802745127928
0,0,0.36416784186148454
0,0,0.1600285303460544
0,0,0.1852201296182454
0,0,0.059577993258433146
0,0,0.3638298606012699
0,0,0.31962579459146334
0,0,0.14090036292754435
0,0,0.20215934088830456
0,0,0.16797704100698038
1,0,0.4562054776224463
0,0,0.18534484943205748
0,0,0.17426592286730808
0,0,0.17024721836155354
0,0,0.39021559001975076
1,0,0.4758435494201349
0,0,0.34370487406680295
1,0,0.33818067180892425
0,1,0.8296276460978249
0,1,0.5663713587580248
0,0,0.21555249095771453
0,0,0.2954358212978948
0,0,0.043633679539428184
1,0,0.23922958652336246
0,0,0.2776551386630725
0,0,0.17720344322851425
0,0,0.047608623771760304
0,0,0.3117343801386351
0,0,0.25728254719636223
0,0,0.3907268049963205
0,0,0.17618445004599032
0,0,0.24043911980000462
0,0,0.372450852874444
1,0,0.36151074793666893
0,0,0.06106362684678298
1,1,0.5897711353617399
0,0,0.16977069878326928
0,0,0.1492989045509705
0,0,0.02621234638987674
0,0,0.09686771796622691
0,0,0.009380592840470759
0,0,0.1392721483001723
1,0,0.3913811742328001
0,0,0.11873922373326344
0,0,0.13188529338061003
0,0,0.21822719629268075
1,0,0.35621264369999567
0,0,0.14543827073930743
0,0,0.06585783585619469
0,0,0.17186469878291447
0,0,0.2002005714924614
0,0,0.00762324165115211
0,0,0.24181236058240144
0,1,0.6585774983910822
1,0,0.21586395577359993
1,0,0.0337152101450214
0,0,0.1480704049580382
0,0,0.1371175170676209
1,0,0.03430624988001728
1,0,0.16492795212274153
0,0,0.21157838155393444
1,0,0.30067168159372587
0,0,0.30810975837712384
0,0,0.11809759817232826
0,0,0.1843830249898854
0,0,0.009990172483708983
0,0,0.20648535318389583
0,0,0.18494356554814342
0,0,0.18812135620842835
1,0,0.2713341048314142
0,0,0.22206760763781508
1,1,0.6688997387003063
1,0,0.05660290642517016
0,0,0.3512930291030434
0,0,0.1445604132784273
1,0,0.15937501352259925
1,0,0.2627182347852878
0,0,0.14968954558730635
0,0,0.1013348091514985
0,0,0.23574793397984173
0,0,0.2919557033863455
0,0,0.14791080072680213
0,0,0.28278591220146193
0,0,0.21812275012908422
0,0,0.17166795323329678
0,0,0.22096463514873974
0,0,0.18444960601125324
0,1,0.6505680412877057
1,1,0.7250634784319431
0,0,0.28309902139940685
0,0,0.26648863418762775
1,0,0.23115849080834347
0,0,0.23067502067227816
0,0,0.037903886937166203
1,0,0.3406446311370976
0,0,0.3324780396406604
1,1,0.9674830267408222
0,0,0.214426909061166
0,0,0.19305725906781246
0,0,0.32747008582040565
0,0,0.05165659427200991
0,0,0.14853428259479762
1,0,0.4316244310956157
1,0,0.3080153168631992
1,0,0.14970122834720048
0,0,0.15262691989556376
0,0,0.35795570912765856
1,0,0.3822660298465251
0,0,0.3187322190050701
0,0,0.180049370138538
1,1,0.5509567160280511
1,0,0.35119357275795593
0,0,0.177182533935598
1,0,0.15210056526256613
0,0,0.18086751995234754
0,0,0.1968231782749363
0,0,0.1626345172283781
0,0,0.03960345410173162
0,1,0.5851911074791598
0,0,0.18475670445833536
0,0,0.15058368817595205
0,0,0.07901098885646159
0,0,0.1449357386346446
0,0,0.21301184013712546
0,0,0.3932087088066232
0,1,0.5381169041194339
0,0,0.026912279855905503
0,0,0.09463659765595984
1,0,0.22538137131325797
1,1,0.6777131431836007
0,0,0.041952020039358426
0,0,0.29325207031912937
0,0,0.24031716109185491
0,0,0.12283028017874494
0,0,0.0521107367883459
0,0,0.05481970360303053
0,0,0.20033226754550365
0,0,0.1482260521097894
1,1,0.6462142802829621
0,0,0.275812118302262
1,0,0.4598018998267277
0,0,0.15917649781269358
1,1,0.5088371076377748
1,0,0.0673438901304712
0,0,0.250571826485594
0,1,0.6514650556895608
1,0,0.31789983135375394
0,0,0.22527524085128733
0,0,0.14067019886095247
0,0,0.3090942701245979
0,0,0.46860045544417034
1,0,0.48785899199570726
0,0,0.34721614528565475
0,0,0.27249768465316954
1,0,0.41895113557830016
0,0,0.21185964897204998
0,0,0.21302231971203145
0,0,0.27640306209996324
0,0,0.23542449997117784
0,0,0.054402944196781336
0,0,0.24576642298697124
0,0,0.10175081200808336
0,0,0.1692150379003718
0,0,0.025800897690352827
1,0,0.20435834871031597
0,0,0.08912231297709722
0,0,0.1856571706162014
0,0,0.26455055778846526
0,0,0.12799783708348325
0,0,0.26092293389490545
0,0,0.029328478108142084
1,0,0.46315417818540083
0,0,0.1376171799055976
0,0,0.21851299836395816
0,0,0.35026023250964494
0,0,0.2134164683841062
0,0,0.27966444153533954
0,0,0.06803839432902711
0,0,0.21937862696152027
1,1,0.6570911334924517
1,0,0.46869047367686434
0,0,0.0861865024777908
0,0,0.39547847760497057
1,0,0.07606557374833789
0,0,0.25115268514528355
0,0,0.3077362765949485
0,0,0.19344622786615062
0,0,0.3041358252699128
0,0,0.03063740216570249
0,0,0.27230847065890873
1,0,0.19720277552122867
0,0,0.09455800135798585
1,1,0.7098271969505835
0,0,0.2776304003021064
0,0,0.3188555181629499
0,0,0.1569893061091135
0,0,0.24910167625257135
0,0,0.30075811546543285
0,0,0.3138255325405152
1,1,0.5106647424056467
1,0,0.11490578483978124
1,0,0.27335997061572614
0,0,0.2587131705501917
0,0,0.12649517723507117
0,0,0.21741502772259486
1,0,0.19173549790190078
0,0,0.13464407297182873
1,1,0.6206596936922848
0,0,0.07888878284443757
0,0,0.29673877240757074
0,0,0.17196572419505535
0,0,0.18946179073790842
1,0,0.10827637313277749
0,0,0.10686044169459097
0,0,0.13896675147282045
1,0,0.1382657911499727
0,0,0.20715663737576326
0,0,0.0700040545909633
1,0,0.13404610083366164
0,0,0.2694932322880811
0,0,0.17604265838098487
1,1,0.61386491526236
0,0,0.34394378465960473
1,0,0.15509966425529056
0,0,0.2132425385455812
0,0,0.19351547379258166
0,0,0.25827266660189185
0,0,0.18958402215614256
1,0,0.06085470435674954
1,0,0.35762258072996916
0,0,0.28009274627361014
1,0,0.101327225207222
0,0,0.1143161498485179
0,0,0.32437202547613425
1,0,0.28363435136816545
0,0,0.2628220232570399
0,0,0.19061096438162292
0,0,0.05701730717685951
0,0,0.05049917383437522
0,0,0.22433992949091225
0,0,0.21568479105500002
0,0,0.26527302812545217
0,0,0.2152257813006872
0,0,0.014248621390812073
0,0,0.06722786790714054
1,1,0.7619713982930626
0,0,0.19073887832628816
0,0,0.29393038919195946
1,1,0.5660220956884846
0,0,0.07844140555832105
0,0,0.09102339073207606
0,0,0.30476969429473355
1,0,0.24453462443146579
0,0,0.067509950365973
0,0,0.21179433864715705
1,0,0.13666439240609055
1,1,0.6440108142740495
0,0,0.12577545315652106
1,1,0.6826952121066254
0,0,0.09579024613567372
1,0,0.3807669787745842
0,0,0.33861821515779095
0,0,0.03699729758187064
0,0,0.2812172857664302
0,0,0.2201653956044405
0,0,0.18936589632791112
1,0,0.49644839519448186
1,0,0.4786470957718636
0,0,0.03681856575023747
0,0,0.06691497949939405
0,0,0.18100201230742569
1,0,0.11486999747737424
1,1,0.5866893640070822
1,0,0.329305717226163
0,0,0.37952795128300165
0,0,0.18085971858562264
1,1,0.739734168373146
0,0,0.06082460188931489
0,0,0.15198839154720573
0,0,0.2941552057018165
0,0,0.11530171245113957
0,1,0.5914570222983697
0,0,0.07163766259820269
0,0,0.30068601907520137
1,0,0.12371741420500555
0,0,0.06435212461520655
0,0,0.10935252543527614
0,0,0.2257077918651033
1,0,0.39656790007236736
0,0,0.06308709481218754
0,0,0.28354437201108773
0,0,0.13873506042963865
0,0,0.07017003214696826
0,0,0.4398681361405099
0,0,0.1683482603246083
0,0,0.11351876621117162
0,0,0.16097630193139373
0,0,0.32660120872777776
0,0,0.1783478744908215
0,0,0.13317709250539433
0,0,0.44848506568799906
0,0,0.46998732326091813
0,0,0.23040770114680645
0,0,0.06601422122409069
0,0,0.39702457353560333
0,0,0.04547173257560197
1,0,0.42189637203084496
1,0,0.4749872741492102
0,0,0.01361686529648443
0,0,0.1653016762392445
0,0,0.09033796383342683
0,0,0.17992731463497802
0,0,0.0581560576663746
0,0,0.12338908903328223
0,0,0.14090232632776664
0,0,0.14616147243365848
1,0,0.1202085342756015
0,0,0.23240254655030668
0,0,0.13433639248677712
1,0,0.34002047643904587
0,0,0.2135475708027829
0,0,0.23465945302426564
0,0,0.07647713218931777
0,0,0.16135164987919123
1,0,0.2712591610420222
0,0,0.16353033027318636
0,0,0.10880384035377216
0,0,0.26131067890214654
1,1,0.503221910401483
1,0,0.2732327214120992
1,0,0.4873188222059714
0,0,0.27540143230096403
1,0,0.2986299524526553
0,1,0.5071204132250495
0,1,0.8874119369906714
0,0,0.06439457658618528
0,0,0.20015910970813247
0,0,0.44522053206681095
1,0,0.1514417848146046
0,0,0.06164033877474379
1,0,0.29467162221834003
0,0,0.22958644010119256
0,0,0.06081234570442816
0,0,0.08901512677684081
1,0,0.39806188577040774
0,0,0.04720895623318118
0,0,0.272165001168795
0,0,0.3270309104889126
0,0,0.0750151782140327
0,0,0.4347675054909164
1,1,0.951285867495292
0,0,0.14674150606737985
1,0,0.32103088383307127
0,0,0.13407924715283195
0,1,0.6499756331354615
0,0,0.22491681052046034
1,0,0.038581368292388854
1,0,0.2744243355488975
0,0,0.05456383738301997
0,0,0.08499996968121414
0,0,0.22215255632433703
0,0,0.30301630135374114
0,0,0.11475106721130157
0,0,0.32367659297534856
0,0,0.4142305944174045
0,0,0.28725179473243834
0,0,0.47871749375931927
0,1,0.5558076022697741
0,0,0.3767488587976834
0,0,0.26219512124354777
1,0,0.3480646984411809
0,0,0.027339570406646998
0,0,0.14022338109650873
0,0,0.18575953868430772
0,0,0.10404981498054439
1,1,0.6661643170756663
0,0,0.32201518969982434
1,1,0.5273694084946068
0,0,0.05917354722570696
0,0,0.0775857882178557
0,0,0.06549626077740536
0,0,0.19224493146366625
0,0,0.3370199639655161
1,0,0.2962466483471647
1,0,0.48894813213793026
0,0,0.1251561781042569
0,0,0.09529270750795227
0,0,0.26407193130788786
0,0,0.08264134050335903
0,0,0.08797117945430828
0,0,0.41769322761105837
1,1,0.5934757959992184
0,0,0.18028518556448397
0,0,0.31361107772628233
0,0,0.20020614079251403
0,0,0.16934552903853242
1,0,0.05732264736936622
0,0,0.06341638104483464
0,1,0.7230198639271757
1,1,0.5308224231058328
0,0,0.24489224169880097
1,0,0.2584246124294328
0,0,0.08546981692274724
0,0,0.18831147163408204
1,0,0.42037355484613137
0,0,0.2953437925176042
0,0,0.08273045919999088
0,0,0.2741364482117011
0,0,0.1963528892319293
0,0,0.13178755018974214
0,0,0.27911197298944773
1,1,0.6834113800337889
0,0,0.08178013635787938
0,0,0.12812962626980962
1,0,0.16799613542792774
0,0,0.2920044112046551
0,0,0.4098989212344489
0,0,0.20672254794261713
0,1,0.8060784027155914
0,0,0.13422181530593863
0,0,0.15301522411153767
0,0,0.2702389862227508
1,0,0.2232063658986196
0,0,0.07023936780224667
0,0,0.08076625586923745
0,0,0.018230707681026786
0,0,0.1571319542719954
1,0,0.11643209712306603
0,0,0.03949939396577778
0,0,0.3271423610066242
0,0,0.04578040558808176
